name,city,state,adm_rate,undergrads,cost,compl_4,median_hh_inc,median_earnings
Art Academy of Cincinnati,Cincinnati,OH,0.2297,198,36184,0.4583,69050.69,28400
Ashland University,Ashland,OH,0.7674,3218,31547,0.4577,64491.65,39100
Baldwin Wallace University,Berea,OH,0.6019,3300,40715,0.5119,66257.54,44300
Bluffton University,Bluffton,OH,0.5357,833,42219,0.4163,59827.57,37600
Bowling Green State University-Main Campus,Bowling Green,OH,0.7268,13900,23723,0.3407,63749.73,39400
Capital University,Columbus,OH,0.7193,2654,44099,0.5526,64246.32,43200
Case Western Reserve University,Cleveland,OH,0.3627,5039,59467,0.6311,69873.4,69900
Cedarville University,Cedarville,OH,0.742,3061,35309,0.5021,67472.37,40200
Central State University,Wilberforce,OH,0.395,1785,17907,0.0598,48898.06,24400
Cincinnati Christian University,Cincinnati,OH,0.9515,565,27707,0.1203,61572.26,33000
University of Cincinnati-Main Campus,Cincinnati,OH,0.8558,24066,26370,0.2838,64722.83,39500
Cleveland Institute of Art,Cleveland,OH,0.6491,600,53431,0.6545,66493.97,35900
Cleveland Institute of Music,Cleveland,OH,0.4683,239,62786,0.6782,78065.66,34100
Cleveland State University,Cleveland,OH,0.6408,11658,21932,0.1606,57782.89,39700
Columbus College of Art and Design,Columbus,OH,0.7662,1107,41230,0.4983,65843.21,31100
University of Dayton,Dayton,OH,0.5752,8556,51320,0.6206,75690.27,51600
Defiance College,Defiance,OH,0.6521,658,42239,0.3349,61079.24,38900
Denison University,Granville,OH,0.4789,2254,58620,0.7704,76349.35,48400
The University of Findlay,Findlay,OH,0.7589,2882,41312,0.4498,61890.4,41500
Heidelberg University,Tiffin,OH,0.789,1011,38917,0.3147,61648.4,36700
Hiram College,Hiram,OH,0.5762,1063,42723,0.5256,63946.73,38400
John Carroll University,University Heights,OH,0.8202,3064,48728,0.5652,68368.11,51700
Kent State University at Kent,Kent,OH,0.8476,22779,24602,0.3245,59479.84,36300
Kenyon College,Gambier,OH,0.2563,1698,62160,0.8397,77995.25,44300
Kettering College,Kettering,OH,1,632,21750,0.3158,63286.25,52700
Lake Erie College,Painesville,OH,0.5631,788,40902,0.3612,63624.4,33500
Lourdes University,Sylvania,OH,0.6922,1171,30085,0.1771,59351.8,34600
Malone University,Canton,OH,0.6884,1293,37581,0.4822,58701.03,41200
Marietta College,Marietta,OH,0.7202,1215,45066,0.5648,58715.65,40100
Mercy College of Ohio,Toledo,OH,0.5259,1239,23013,0.35,58075.98,49600
Miami University-Oxford,Oxford,OH,0.6549,15975,29423,0.6536,72182.76,45200
Mount Carmel College of Nursing,Columbus,OH,0.8171,897,19506,0.6699,68565.22,56100
University of Mount Union,Alliance,OH,0.7501,2061,39281,0.545,61044.98,42200
Mount Vernon Nazarene University,Mount Vernon,OH,0.7762,1686,36044,0.5733,60597.42,41600
Mount Saint Joseph University,Cincinnati,OH,0.1509,1387,33599,0.2969,64120.45,41300
Muskingum University,New Concord,OH,0.739,1580,36381,0.3383,57566.05,37700
Notre Dame College,Cleveland,OH,0.9127,1753,38167,0.1923,60228.48,42000
Oberlin College,Oberlin,OH,0.2878,2912,64396,0.7571,76190.1,40200
Ohio Dominican University,Columbus,OH,0.8085,1213,42798,0.3577,65362.52,38300
Ohio Northern University,Ada,OH,0.6905,2116,42680,0.5021,63536.16,62800
Ohio State University-Main Campus,Columbus,OH,0.4938,44131,25306,0.5852,65208.79,43700
Ohio University-Main Campus,Athens,OH,0.7442,23335,25483,0.4825,59563.35,39900
Ohio Wesleyan University,Delaware,OH,0.7483,1665,57422,0.6426,77246.29,43500
Otterbein University,Westerville,OH,0.7532,2235,43880,0.5047,67882,41100
Franciscan University of Steubenville,Steubenville,OH,0.7888,2036,34928,0.6995,66586.04,36100
Tiffin University,Tiffin,OH,0.9314,2305,33349,0.299,59678.08,37500
University of Toledo,Toledo,OH,0.932,14989,22057,0.2006,60626.38,41800
Urbana University,Urbana,OH,0.9129,704,32554,0.1547,58418.76,34300
Ursuline College,Pepper Pike,OH,0.8797,641,37241,0.3053,60856.87,44000
Walsh University,North Canton,OH,0.803,2156,37284,0.3742,58552.19,41500
Wilberforce University,Wilberforce,OH,0.5514,586,27246,0.0845,51716.09,31500
Wilmington College,Wilmington,OH,0.9295,1112,41153,0.4281,60793.02,38500
Wittenberg University,Springfield,OH,0.7686,1805,49790,0.5922,69671.29,41900
The College of Wooster,Wooster,OH,0.5529,2026,55500,0.7745,69911.54,45400
Wright State University-Main Campus,Dayton,OH,0.9597,12040,19446,0.2091,61970.64,38200
Wright State University-Lake Campus,Celina,OH,0.9896,992,12282,0.1573,61970.64,38200
Xavier University,Cincinnati,OH,0.7158,4460,47980,0.6624,68472.8,47500
Youngstown State University,Youngstown,OH,0.711,10196,17099,0.1043,51307.51,34000
Bacone College,Muskogee,OK,0.4205,805,28200,0.0672,44521.89,31700
Oklahoma Wesleyan University,Bartlesville,OK,0.9474,1216,34500,0.0796,51169.37,49100
University of Central Oklahoma,Edmond,OK,0.6991,14270,17674,0.1314,54764.86,38400
East Central University,Ada,OK,0.46,3546,13363,0.1557,40365.08,35100
Randall University,Moore,OK,0.51,314,21608,0.0494,51563.32,34800
Northeastern State University,Tahlequah,OK,0.9275,6788,15177,0.1221,45641.51,35300
Northwestern Oklahoma State University,Alva,OK,0.4814,1815,13513,0.0796,45171.33,35700
Oklahoma Christian University,Edmond,OK,0.5911,1948,30501,0.3142,63431.55,36800
Oklahoma Panhandle State University,Goodwell,OK,0.683,1065,16073,0.1591,48652.56,35600
Oklahoma State University-Main Campus,Stillwater,OK,0.7513,20805,21494,0.3354,55237.91,44300
Oklahoma Baptist University,Shawnee,OK,0.6103,1817,34380,0.4442,59289.35,37700
Oklahoma City University,Oklahoma City,OK,0.7017,1791,45171,0.4859,59190.63,40300
University of Oklahoma-Norman Campus,Norman,OK,0.7764,20689,23906,0.3814,59522.71,48700
Oral Roberts University,Tulsa,OK,0.6404,3054,38235,0.4631,63453.08,34900
Rogers State University,Claremore,OK,0.8184,3663,18223,0.1008,50487.79,32300
St. Gregory's University,Shawnee,OK,0.6126,580,31987,0.1519,53264.11,38800
University of Science and Arts of Oklahoma,Chickasha,OK,0.6601,850,16260,0.2952,46710.02,32300
Southeastern Oklahoma State University,Durant,OK,0.7222,3125,14663,0.1315,41386.98,34400
Southwestern Christian University,Bethany,OK,0.4818,714,20492,0.3226,50467,25800
Southwestern Oklahoma State University,Weatherford,OK,0.9155,4133,17801,0.1496,44610.73,38300
University of Tulsa,Tulsa,OK,0.4397,3450,50116,0.5138,62928.78,45100
Concordia University-Portland,Portland,OR,0.5056,1168,37264,0.3172,63433.53,42100
Eastern Oregon University,La Grande,OR,0.9728,2765,20636,0.133,52895.14,38900
New Hope Christian College-Eugene,Eugene,OR,0.963,140,26972,0.2222,55765.36,26700
George Fox University,Newberg,OR,0.7661,2567,43901,0.6058,65616.22,43300
Lewis & Clark College,Portland,OR,0.6283,2087,57656,0.6619,69786.29,43600
Linfield College-McMinnville Campus,McMinnville,OR,0.8391,1663,49531,0.5381,64098.01,52400
Multnomah University,Portland,OR,0.5935,405,33836,0.4925,65799,29300
Northwest Christian University,Eugene,OR,0.6802,528,36748,0.4487,52696.79,42600
Oregon Institute of Technology,Klamath Falls,OR,0.5696,3582,21352,0.2062,52974.7,52900
Oregon College of Art and Craft,Portland,OR,0.449,111,39320,0.5833,62218.66,25800
Oregon State University,Corvallis,OR,0.7836,23656,24418,0.3235,60312.67,46900
University of Oregon,Eugene,OR,0.7422,20220,23373,0.5016,62294.9,43200
Pacific Northwest College of Art,Portland,OR,0.8068,399,47794,0.1619,63108.93,25100
Pacific University,Forest Grove,OR,0.7903,1884,52296,0.6396,64591.02,42700
Portland State University,Portland,OR,0.8568,19648,20130,0.1908,62889.32,42900
University of Portland,Portland,OR,0.6196,3741,54140,0.7059,67900.72,56600
Reed College,Portland,OR,0.3499,1396,61795,0.6894,71777.6,37900
Southern Oregon University,Ashland,OR,0.9523,4316,20949,0.2009,54749.32,37200
Warner Pacific College,Portland,OR,0.5134,519,32947,0.4483,63798.34,36500
Corban University,Salem,OR,0.3053,983,40469,0.5163,61069.68,36500
Willamette University,Salem,OR,0.7794,1925,56834,0.7098,68135.42,49100
Western Oregon University,Monmouth,OR,0.8777,4781,22158,0.2058,59410.15,37500
Albright College,Reading,PA,0.4917,2228,51438,0.4954,69057.72,44700
Allegheny College,Meadville,PA,0.6834,1896,53952,0.681,64269,49200
DeSales University,Center Valley,PA,0.7761,2291,47687,0.582,69394.59,47400
Alvernia University,Reading,PA,0.7425,2177,41838,0.378,60334.44,42800
Clarks Summit University,South Abington Township,PA,0.6147,540,30270,0.5196,62401.75,31100
Arcadia University,Glenside,PA,0.5926,2501,51888,0.4858,72830.78,42500
Bloomsburg University of Pennsylvania,Bloomsburg,PA,0.8772,8892,21974,0.3801,60832.56,43700
Bryn Mawr College,Bryn Mawr,PA,0.3851,1341,61890,0.7818,78969.24,53100
Bucknell University,Lewisburg,PA,0.2478,3522,63040,0.8478,84046.3,66200
Cabrini University,Radnor,PA,0.7244,1377,44276,0.4986,77292.03,44000
California University of Pennsylvania,California,PA,0.8493,5715,23721,0.3436,51671.91,39500
Carlow University,Pittsburgh,PA,0.8074,1377,37989,0.4,52873.76,38100
Carnegie Mellon University,Pittsburgh,PA,0.2372,5964,63804,0.721,81652.61,81800
Cedar Crest College,Allentown,PA,0.675,1360,44419,0.4308,66384.94,45800
Central Penn College,Summerdale,PA,0.9708,1343,23926,0.2925,56698.35,34400
Chatham University,Pittsburgh,PA,0.5483,695,46894,0.5038,56097.18,34000
Chestnut Hill College,Philadelphia,PA,0.9259,1405,44783,0.37,61319.18,41900
Clarion University of Pennsylvania,Clarion,PA,0.9607,4401,22459,0.3088,50901.08,37000
Delaware Valley University,Doylestown,PA,0.687,1896,48009,0.5022,74767.83,39900
Dickinson College,Carlisle,PA,0.4711,2381,62251,0.8124,80466.32,54800
Drexel University,Philadelphia,PA,0.7474,16227,66078,0.2275,74533.27,66600
Duquesne University,Pittsburgh,PA,0.7563,5943,45754,0.6251,61274.66,56300
East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,0.8404,6105,22595,0.3475,69357.81,43300
Eastern University,Saint Davids,PA,0.5223,2163,42985,0.5221,68457.57,40500
Edinboro University of Pennsylvania,Edinboro,PA,0.957,5141,20722,0.2461,52799.06,35200
Elizabethtown College,Elizabethtown,PA,0.7072,1762,51469,0.7188,70213.56,49100
Franklin and Marshall College,Lancaster,PA,0.3226,2219,63172,0.8124,85312.46,53600
Gannon University,Erie,PA,0.7577,2661,40307,0.5057,54310.26,45800
Geneva College,Beaver Falls,PA,0.733,1459,35995,0.5163,55668.91,38900
Gettysburg College,Gettysburg,PA,0.3977,2442,60320,0.7954,84885.01,53400
Gwynedd Mercy University,Gwynedd Valley,PA,0.685,1935,43750,0.4476,72929.99,53300
Haverford College,Haverford,PA,0.2457,1229,64226,0.8514,79754.75,56300
Holy Family University,Philadelphia,PA,0.7395,1824,35126,0.4601,61868.46,48900
Immaculata University,Immaculata,PA,0.7861,1693,50458,0.5909,74355.43,51800
Indiana University of Pennsylvania-Main Campus,Indiana,PA,0.8834,11297,23065,0.359,54158.04,39000
Juniata College,Huntingdon,PA,0.7692,1470,51507,0.6721,62290.9,46800
Keystone College,La Plume,PA,0.978,1325,33764,0.234,51740.58,29900
King's College,Wilkes-Barre,PA,0.7158,1859,44489,0.6072,60791.46,48700
King's College,Wilkes-Barre,PA,0.7158,1859,44489,0.6072,59448.93,27200
Kutztown University of Pennsylvania,Kutztown,PA,0.8225,8244,23813,0.3471,67783.54,40900
La Roche College,Pittsburgh,PA,0.9546,1359,37684,0.2527,61014.96,40400
La Salle University,Philadelphia,PA,0.7492,3801,51665,0.5512,67401.72,54300
Lafayette College,Easton,PA,0.3025,2505,61905,0.8653,85923.51,67500
Lancaster Bible College,Lancaster,PA,0.676,1388,29921,0.5739,64787.49,33000
Lebanon Valley College,Annville,PA,0.7248,1651,49878,0.6825,66307.38,45000
Lehigh University,Bethlehem,PA,0.3041,5054,58541,0.7384,88627.42,77200
Lock Haven University,Lock Haven,PA,0.9174,4158,20869,0.2976,55815.84,40300
Lycoming College,Williamsport,PA,0.7122,1260,47370,0.5744,64312.9,45700
Mansfield University of Pennsylvania,Mansfield,PA,0.8853,2194,22653,0.3357,51271.33,37500
Marywood University,Scranton,PA,0.7052,1820,44845,0.562,58125.99,37200
Mercyhurst University,Erie,PA,0.8039,2490,45372,0.6357,58804.74,39700
Messiah College,Mechanicsburg,PA,0.7898,2723,43798,0.7131,71914.01,43200
Millersville University of Pennsylvania,Millersville,PA,0.7305,6952,23329,0.3609,65479.69,43100
Misericordia University,Dallas,PA,0.7147,2342,41691,0.6388,56588.57,49600
Moore College of Art and Design,Philadelphia,PA,0.8683,405,49951,0.6263,70661.87,32400
Moravian College,Bethlehem,PA,0.7457,1765,49902,0.6544,76394.18,48200
Mount Aloysius College,Cresson,PA,0.7286,1472,32704,0.3141,45385.58,37400
Muhlenberg College,Allentown,PA,0.4837,2330,57341,0.8247,89504.61,55300
Neumann University,Aston,PA,0.9081,2358,39364,0.3642,69149.16,41500
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,0.8708,4092,29660,0.4679,63381.69,48500
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,0.7913,598,20505,0.2838,63381.69,48500
Pennsylvania State University-Penn State Shenango,Sharon,PA,0.6818,436,21276,0.1447,63381.69,48500
Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,0.8759,460,21132,0.2849,63381.69,48500
Pennsylvania State University-Penn State Worthington Scranton,Dunmore,PA,0.8063,967,20772,0.2201,63381.69,48500
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,0.8636,773,20322,0.2844,63381.69,48500
Pennsylvania State University-Penn State Altoona,Altoona,PA,0.8939,3772,29408,0.4686,63381.69,48500
Pennsylvania State University-Penn State Beaver,Monaca,PA,0.8234,639,23292,0.2437,63381.69,48500
Pennsylvania State University-Penn State Berks,Reading,PA,0.8487,2778,28136,0.4021,63381.69,48500
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,0.8487,3740,27854,0.4149,63381.69,48500
Pennsylvania State University-Penn State Brandywine,Media,PA,0.8308,1291,20105,0.1568,63381.69,48500
Pennsylvania State University-Penn State DuBois,DuBois,PA,0.8503,512,21732,0.1972,63381.69,48500
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,0.8088,671,20606,0.3061,63381.69,48500
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,0.8388,753,26911,0.3295,63381.69,48500
Pennsylvania State University-Main Campus,University Park,PA,0.5132,40179,34258,0.6429,63381.69,48500
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,0.7879,532,24431,0.2016,63381.69,48500
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,0.7936,809,26837,0.2677,63381.69,48500
Pennsylvania State University-Penn State Abington,Abington,PA,0.8239,3490,20352,0.2268,63381.69,48500
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,0.7304,720,23412,0.2185,63381.69,48500
Pennsylvania State University-Penn State York,York,PA,0.8561,935,20626,0.2822,63381.69,48500
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,0.9799,195,54287,0.5676,70798.99,15200
Pennsylvania College of Art and Design,Lancaster,PA,0.4035,222,29387,0.3908,68025.42,23900
University of Pennsylvania,Philadelphia,PA,0.1016,10666,64200,0.8705,78252,82400
Philadelphia University,Philadelphia,PA,0.642,2726,50327,0.4965,73972.42,49100
The University of the Arts,Philadelphia,PA,0.7369,1675,54936,0.5769,75947.63,30800
Cairn University-Langhorne,Langhorne,PA,0.9872,772,34233,0.1765,69912.01,33500
University of the Sciences,Philadelphia,PA,0.58,1535,53881,0.625,72732.06,91800
University of Pittsburgh-Bradford,Bradford,PA,0.63,1421,24983,0.3228,58452.18,50700
University of Pittsburgh-Greensburg,Greensburg,PA,0.7148,1559,24425,0.3154,58452.18,50700
University of Pittsburgh-Johnstown,Johnstown,PA,0.8102,2814,25108,0.2817,58452.18,50700
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,0.5389,18655,32754,0.6397,58452.18,50700
Point Park University,Pittsburgh,PA,0.7053,3140,39240,0.4664,54201.1,35800
Robert Morris University,Moon Township,PA,0.7766,4485,40532,0.4017,59274.33,44400
Rosemont College,Rosemont,PA,0.7063,516,46818,0.3446,57790.62,44700
Saint Francis University,Loretto,PA,0.7412,1714,45922,0.043,55181.27,48200
Saint Joseph's University,Philadelphia,PA,0.8185,5248,56402,0.7161,79940.44,57600
Saint Vincent College,Latrobe,PA,0.6981,1596,43277,0.5987,54143.22,47400
University of Scranton,Scranton,PA,0.7221,3793,55226,0.7274,73943.5,56600
Seton Hill University,Greensburg,PA,0.7645,1581,43978,0.4385,54100.65,39400
Shippensburg University of Pennsylvania,Shippensburg,PA,0.8914,5953,23988,0.3999,63560.54,44400
Slippery Rock University of Pennsylvania,Slippery Rock,PA,0.6836,7461,22341,0.5183,54113.09,39600
Susquehanna University,Selinsgrove,PA,0.7605,2122,53082,0.6683,72676.24,52500
Swarthmore College,Swarthmore,PA,0.1248,1566,62450,0.8706,78121.47,52500
Temple University,Philadelphia,PA,0.5568,27983,28916,0.4322,66650.68,48600
Thiel College,Greenville,PA,0.6149,883,41695,0.3616,54604.75,36900
Ursinus College,Collegeville,PA,0.8261,1629,60674,0.7446,77658.55,53700
University of Valley Forge,Phoenixville,PA,0.9454,731,32130,0.4358,63922.06,29900
Villanova University,Villanova,PA,0.4789,6835,60556,0.872,90091.77,74500
Washington & Jefferson College,Washington,PA,0.4347,1307,53316,0.7296,61376.37,51600
Waynesburg University,Waynesburg,PA,0.8561,1422,31910,0.5553,52961.26,43600
West Chester University of Pennsylvania,West Chester,PA,0.5868,13966,25195,0.4257,74655.83,46700
Widener University,Chester,PA,0.6799,3244,53511,0.4282,69397.52,53200
Wilkes University,Wilkes-Barre,PA,0.8173,2358,44996,0.4744,56456.55,50300
Wilson College,Chambersburg,PA,0.4523,563,35567,0.2816,58672.07,33600
York College Pennsylvania,York,PA,0.4302,4421,29026,0.3958,73378.65,48000
Brown University,Providence,RI,0.0949,6320,62694,0.8309,79027.35,63100
Bryant University,Smithfield,RI,0.7232,3430,53983,0.762,80219.8,66200
Johnson & Wales University-Providence,Providence,RI,0.8192,8467,41699,0.4597,68856.12,36600
Providence College,Providence,RI,0.5678,3948,58877,0.8109,83293.65,60700
Rhode Island College,Providence,RI,0.7162,7216,14874,0.1391,61569.63,39600
University of Rhode Island,Kingston,RI,0.7355,13342,27100,0.4402,72503.8,49800
Rhode Island School of Design,Providence,RI,0.372,2014,63377,0.6764,80568.35,46800
Roger Williams University,Bristol,RI,0.7848,4536,49424,0.5634,84094.11,48900
Salve Regina University,Newport,RI,0.7265,2122,50971,0.6846,81126.67,50700
Charleston Southern University,Charleston,SC,0.6021,3112,35220,0.2588,57179.15,35900
Southern Wesleyan University,Central,SC,0.6224,1264,32515,0.3988,54696.17,40200
College of Charleston,Charleston,SC,0.7715,10033,26820,0.5632,66962.7,39700
Citadel Military College of South Carolina,Charleston,SC,0.7652,2616,26374,0.5819,66736.53,54900
Claflin University,Orangeburg,SC,0.4133,1844,32539,0.1137,45792.28,28100
Clemson University,Clemson,SC,0.5127,17740,26373,0.5773,64586.36,50900
Coker College,Hartsville,SC,0.4966,1091,35111,0.3795,49143.33,31500
Columbia International University,Columbia,SC,0.34,541,32902,0.4706,64434.93,29900
Converse College,Spartanburg,SC,0.5775,794,28552,0.4859,57113.24,31000
Erskine College,Due West,SC,0.6428,618,46847,0.5604,57374.47,37500
Francis Marion University,Florence,SC,0.5887,3258,19652,0.1795,49042.79,32500
Furman University,Greenville,SC,0.6354,2710,58737,0.7908,71867.28,45900
Lander University,Greenwood,SC,0.6197,2606,21412,0.2754,52256.85,33600
Limestone College,Gaffney,SC,0.4632,2955,37020,0.2218,53494.1,36700
Newberry College,Newberry,SC,0.5606,1048,40821,0.2456,57421.47,32200
North Greenville University,Tigerville,SC,0.5797,2278,30403,0.4073,55701.04,31300
Presbyterian College,Clinton,SC,0.6231,963,47823,0.6154,62666.83,42000
University of South Carolina-Aiken,Aiken,SC,0.5716,3060,20023,0.2371,53123.12,35800
University of South Carolina-Beaufort,Bluffton,SC,0.6274,1917,20538,0.1356,60345.78,33000
University of South Carolina-Columbia,Columbia,SC,0.6453,24941,25390,0.5493,62188.24,43000
Coastal Carolina University,Conway,SC,0.5965,9289,22176,0.2633,64299.08,37100
South Carolina State University,Orangeburg,SC,0.9489,2410,27895,0.1487,48129.81,28400
University of South Carolina-Upstate,Spartanburg,SC,0.5604,5094,21643,0.2616,54689.19,36300
Voorhees College,Denmark,SC,0.9289,434,24486,0.2283,46441.97,24100
Winthrop University,Rock Hill,SC,0.671,4786,25692,0.3594,58378.35,36200
Wofford College,Spartanburg,SC,0.7181,1653,50897,0.7724,61134.14,50000
Augustana University,Sioux Falls,SD,0.6507,1563,38656,0.5684,60196.68,41600
Black Hills State University,Spearfish,SD,0.8404,2849,18430,0.1574,49477.45,34900
Dakota State University,Madison,SD,0.8125,1896,18155,0.1978,52093.19,36700
Dakota Wesleyan University,Mitchell,SD,0.7438,795,34010,0.242,47601.81,35500
Mount Marty College,Yankton,SD,0.7255,585,34715,0.4312,49528.49,33800
Northern State University,Aberdeen,SD,0.7207,1561,18583,0.2347,48289.97,34100
Presentation College,Aberdeen,SD,0.623,752,31889,0.3519,47349.48,34500
South Dakota School of Mines and Technology,Rapid City,SD,0.8425,2674,21400,0.1713,52423.4,54200
South Dakota State University,Brookings,SD,0.917,9825,24820,0.3034,53049.11,42000
University of Sioux Falls,Sioux Falls,SD,0.9215,1185,36240,0.3704,57493.05,38800
University of South Dakota,Vermillion,SD,0.7354,6205,20129,0.3287,53799.09,40200
Austin Peay State University,Clarksville,TN,0.8771,8915,19720,0.1504,52472.51,34100
Baptist Memorial College of Health Sciences,Memphis,TN,0.554,1078,18995,0.4909,61604.19,52200
Belmont University,Nashville,TN,0.8029,5933,45340,0.569,70368.62,43000
Bryan College-Dayton,Dayton,TN,0.4553,968,31957,0.4947,56756.79,34900
Carson-Newman University,Jefferson City,TN,0.5883,1711,36513,0.3216,53143.24,36300
Christian Brothers University,Memphis,TN,0.4597,1408,38233,0.3278,61225.91,43900
Cumberland University,Lebanon,TN,0.4906,1144,33665,0.31,59163.95,38300
Lipscomb University,Nashville,TN,0.6077,3024,40247,0.4007,66979.13,39800
East Tennessee State University,Johnson City,TN,0.7922,10960,22115,0.2012,47640.99,34600
Fisk University,Nashville,TN,0.8093,806,36547,0.3708,55965.03,33200
Freed-Hardeman University,Henderson,TN,0.9185,1260,32346,0.437,53404.21,36300
Hiwassee College,Madisonville,TN,0.5885,280,21316,0.2308,48143.59,27700
Johnson University,Knoxville,TN,0.5779,879,22241,0.438,60434.23,28900
King University,Bristol,TN,0.4401,2357,37361,0.3816,48448,42100
Lane College,Jackson,TN,0.5454,1376,19888,0.1505,47796.63,23300
Le Moyne-Owen College,Memphis,TN,1,945,16951,0.0242,43059.02,27700
Lee University,Cleveland,TN,0.8547,4151,29222,0.3474,59528.63,33600
Lincoln Memorial University,Harrogate,TN,0.7437,1457,34706,0.2596,43510.38,36600
Maryville College,Maryville,TN,0.6678,1171,43994,0.1842,57523.24,37000
University of Memphis,Memphis,TN,0.3978,15553,22160,0.1723,58823.6,36400
Middle Tennessee State University,Murfreesboro,TN,0.726,19446,19822,0.1898,60340.43,37000
O'More College of Design,Franklin,TN,0.4718,167,36578,0.3,65443.71,27200
Rhodes College,Memphis,TN,0.4687,2031,55135,0.7494,73395.81,49600
Sewanee-The University of the South,Sewanee,TN,0.4059,1689,49700,0.7382,69475.78,40600
Tennessee Wesleyan University,Athens,TN,0.6479,996,29678,0.3049,48462.92,37700
The University of Tennessee-Chattanooga,Chattanooga,TN,0.7922,9976,20700,0.1842,55964.16,37100
The University of Tennessee-Knoxville,Knoxville,TN,0.763,21661,29420,0.4281,60752.93,43400
The University of Tennessee-Martin,Martin,TN,0.6965,5988,17164,0.2075,48533.54,35000
Tennessee Technological University,Cookeville,TN,0.6832,9475,22514,0.2533,49227.15,37600
Trevecca Nazarene University,Nashville,TN,0.7252,1762,34417,0.4017,59625.44,39500
Tusculum College,Greeneville,TN,0.6896,1619,34890,0.2366,49705.55,37300
Union University,Jackson,TN,0.6913,2239,44747,0.548,58820.27,41200
Vanderbilt University,Nashville,TN,0.1168,6857,62320,0.8697,76279.78,64500
Abilene Christian University,Abilene,TX,0.4992,3695,42942,0.4168,67136.19,41400
Angelo State University,San Angelo,TX,0.7672,5325,19138,0.1989,49632.36,38500
Austin College,Sherman,TX,0.541,1233,48837,0.7143,74623.54,48300
Baylor University,Waco,TX,0.4367,14139,53892,0.5399,73627.32,49400
Concordia University-Texas,Austin,TX,0.8214,1672,38243,0.2578,72128.5,40900
Texas A & M University-Corpus Christi,Corpus Christi,TX,0.8377,9552,18941,0.1888,54287.8,41500
Dallas Baptist University,Dallas,TX,0.4191,3220,35589,0.4457,71641.68,42500
Dallas Christian College,Dallas,TX,0.5092,315,26321,0.1316,69721.15,37100
University of Dallas,Irving,TX,0.64,1336,49643,0.6646,75912.69,44500
East Texas Baptist University,Marshall,TX,0.5532,1164,34561,0.3405,56363.11,38900
Texas A & M University-Commerce,Commerce,TX,0.4744,7857,17720,0.2196,57562.14,37600
Hardin-Simmons University,Abilene,TX,0.6,1575,33721,0.3423,59593.97,40500
Houston Baptist University,Houston,TX,0.3323,2240,38046,0.181,72476.33,46600
University of Houston-Downtown,Houston,TX,0.7763,13101,16284,0.0139,59551.33,42800
University of Houston,Houston,TX,0.5972,33300,23267,0.1971,68874.27,49900
Howard Payne University,Brownwood,TX,0.8525,1052,34788,0.3575,55883.95,36600
Huston-Tillotson University,Austin,TX,0.4742,968,26453,0.1371,57117.25,31800
University of the Incarnate Word,San Antonio,TX,0.9222,6249,37501,0.2764,59715.43,44400
ITT Technical Institute-Arlington,Arlington,TX,0.8935,518,27741,0,61813.57,38800
Lamar University,Beaumont,TX,0.7911,9008,18852,0.1081,53474.77,39400
Texas A & M International University,Laredo,TX,0.4801,6349,17025,0.1622,43910.56,43800
LeTourneau University,Longview,TX,0.4548,1933,39986,0.3661,63985.71,47700
Lubbock Christian University,Lubbock,TX,0.9608,1471,30642,0.264,51468.15,40800
University of Mary Hardin-Baylor,Belton,TX,0.804,3173,37000,0.2756,62566.96,41600
McMurry University,Abilene,TX,0.5334,1002,36688,0.2625,52571.87,38400
Midwestern State University,Wichita Falls,TX,0.76,5287,16382,0.2017,57712.44,39100
University of North Texas,Denton,TX,0.7015,30533,20291,0.2707,72891.36,43300
Northwood University-Texas,Cedar Hill,TX,0.8571,208,36986,0.3116,64809.96,45100
Our Lady of the Lake University,San Antonio,TX,0.681,1498,35256,0.2195,52505.04,38600
The University of Texas Rio Grande Valley,Edinburg,TX,0.8224,24473,12151,0.1694,35906.7,40200
Paul Quinn College,Dallas,TX,0.5987,420,26782,0.0323,52585.23,27100
Prairie View A & M University,Prairie View,TX,0.8595,6925,20794,0.1099,57579.55,34900
Rice University,Houston,TX,0.1596,3879,56316,0.8005,77707.58,64300
Saint Edward's University,Austin,TX,0.7745,4018,49239,0.5073,71197.81,45800
Sam Houston State University,Huntsville,TX,0.7271,17401,20001,0.2611,63900.24,42600
Schreiner University,Kerrville,TX,0.9014,1124,35300,0.3391,58273.81,38800
St. Mary's University,San Antonio,TX,0.552,2292,37691,0.4547,56236.53,45400
Southern Methodist University,Dallas,TX,0.4895,6348,63364,0.6687,82038.46,57300
